# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.035039849579334259e-02 1.253466606140136719e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.880332268774509430e-02 1.293415725231170654e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.021218419075012207e+00
1.000000000000000000e+03 8.218698203563690186e-03 7.068011444061994553e-03 6.771764482493836113e-09 2.957864489872008562e-04 9.280331432819366455e-03 7.012575399130582809e-03 6.771764482493836113e-09 2.957864489872008562e-04 7.738319039344787598e-01
2.000000000000000000e+03 5.831507965922355652e-03 4.274825099855661392e-03 9.831775287238997407e-07 1.259240234503522515e-04 6.024854723364114761e-03 4.454140551388263702e-03 9.831775287238997407e-07 1.259240234503522515e-04 6.204280853271484375e-01
3.000000000000000000e+03 2.615867881104350090e-03 3.076738445088267326e-03 1.404030626872554421e-06 4.966269625583663583e-05 2.711999230086803436e-03 3.135793842375278473e-03 1.404030626872554421e-06 4.966269625583663583e-05 4.281112849712371826e-01
4.000000000000000000e+03 3.754604840651154518e-04 4.119038640055805445e-04 6.540297181345522404e-05 1.079077264876104891e-05 3.804557491093873978e-04 3.152550489176064730e-04 6.540297181345522404e-05 1.079077264876104891e-05 1.116854622960090637e-01
5.000000000000000000e+03 4.383453051559627056e-05 1.505632735643303022e-05 1.479947187021934951e-08 3.405352799745742232e-08 3.370083504705689847e-05 1.712091216177213937e-05 1.479947187021934951e-08 3.405352799745742232e-08 1.417836081236600876e-02
6.000000000000000000e+03 9.824477456277236342e-05 5.168979987502098083e-05 3.705163180711679161e-05 2.454546574881533161e-07 9.568990208208560944e-05 5.014158887206576765e-05 3.705163180711679161e-05 2.454546574881533161e-07 1.168102957308292389e-02
7.000000000000000000e+03 6.504780685645528138e-06 4.719085609394824132e-06 3.660094449742246070e-09 5.459241947392001748e-10 4.949780304741580039e-06 6.720610599586507306e-06 3.660094449742246070e-09 5.459241947392001748e-10 3.148989751935005188e-03
8.000000000000000000e+03 4.386284217616776004e-06 3.571285105863353238e-06 8.835215892233350132e-10 4.082814086814323673e-10 3.823401129920966923e-06 5.377891284297220409e-06 8.835215892233350132e-10 4.082814086814323673e-10 2.234254730865359306e-03
9.000000000000000000e+03 3.661371920316014439e-06 2.979129931190982461e-06 7.465073892376494769e-09 2.161471002182224765e-11 3.569891077859210782e-06 4.645159151550615206e-06 7.465073892376494769e-09 2.161471002182224765e-11 1.798067125491797924e-03
1.000000000000000000e+04 2.802913695632014424e-05 1.419333602825645357e-05 1.050185164785943925e-05 1.198432073579169810e-07 2.832690915965940803e-05 1.392185095028253272e-05 1.050185164785943925e-05 1.198432073579169810e-07 5.228772293776273727e-03
1.100000000000000000e+04 3.650687403933261521e-06 7.635430847585666925e-06 1.172140358107753855e-07 6.401170367098529823e-07 3.376518634468084201e-06 9.413622137799393386e-06 1.172140358107753855e-07 6.401170367098529823e-07 2.895397366955876350e-03
1.200000000000000000e+04 2.530520532673108391e-06 2.062294242932694033e-06 2.021784129002668351e-11 2.494893180937651778e-10 2.718420546443667263e-06 3.348915470269275829e-06 2.021784129002668351e-11 2.494893180937651778e-10 1.242843922227621078e-03
1.300000000000000000e+04 2.332395297344191931e-06 1.874070221674628556e-06 2.441052338042482006e-08 9.094947017729282379e-09 2.615535322547657415e-06 3.084527634200640023e-06 2.441052338042482006e-08 9.094947017729282379e-09 1.144197420217096806e-03
1.400000000000000000e+04 2.006711838475894183e-06 1.583108428349078167e-06 1.686455974869716101e-10 3.412026217120001093e-11 2.240029971289914101e-06 2.703071459109196439e-06 1.686455974869716101e-10 3.412026217120001093e-11 1.040308736264705658e-03
1.500000000000000000e+04 1.283359451917931437e-04 7.480518252123147249e-05 6.048390059731900692e-05 7.741442686892696656e-08 1.349993544863536954e-04 7.296747207874432206e-05 6.048390059731900692e-05 7.741442686892696656e-08 1.142547931522130966e-02
1.600000000000000000e+04 1.675456360317184590e-06 1.209698893944732845e-06 1.258678494764353673e-08 6.030518306943122298e-10 1.969161075976444408e-06 2.213177594967419282e-06 1.258678494764353673e-08 6.030518306943122298e-10 9.334915084764361382e-04
1.700000000000000000e+04 5.351760137273231521e-06 2.368522700635367073e-06 8.848657806481696753e-09 2.757543882125901291e-08 5.941507424722658470e-06 3.725346687133423984e-06 8.848657806481696753e-09 2.757543882125901291e-08 3.430175129324197769e-03
1.800000000000000000e+04 4.135390627197921276e-04 3.417891275603324175e-04 1.421804045094177127e-04 2.147637678717728704e-05 4.279048007447272539e-04 3.288222942501306534e-04 1.421804045094177127e-04 2.147637678717728704e-05 2.283054217696189880e-02
1.900000000000000000e+04 5.284715007292106748e-05 1.232047507073730230e-04 9.975595276046078652e-06 2.846448478521779180e-05 5.245774082140997052e-05 1.260109274880960584e-04 9.975595276046078652e-06 2.846448478521779180e-05 1.143048796802759171e-02
2.000000000000000000e+04 1.207445279760577250e-06 7.024639785413455684e-07 7.047504801960258192e-09 1.365663138130912557e-09 1.490375098001095466e-06 1.405500256623781752e-06 7.047504801960258192e-09 1.365663138130912557e-09 7.924883393570780754e-04
